Tanggal;Harga Gabah Kering Giling (GKG) (Rp/Kg);ln (Data);Omega;P;Periodogram;F;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;41;;;;;;;;
22;5622.16;8.634471211;1.665422612;3.772727273;0.000242221;0.006653248;-0.019658534;0.207128746;-0.204344669;-0.039141174;0.0582736;-0.199732228;0.193332691;0.076884625;-0.094807729;0.18520332;-0.17541685;-0.111882546;0.127956298;-0.164060846;0.151236914;0.142885167;-0.156535577;0.137059798;-0.121656345;-0.168785393;0.179525009;-0.105164378;0.087731457;0.188658333;-0.196103646;0.069513563;-0.050673699;-0.201794329;0.205679468;-0.031380435;0.011806396;0.207724299;-0.207910526;-0.007873281;0.027482511;-0.206236483;0.202717148;0.046845843;-0.065790024;0.197384011;-0.19028479;-0.084145552;0.101748191;-0.181483004;0.171057408;0.118440443;-0.134072954;0.159101283;-0.145721606;-0.148505854;0.161610005;-0.131038092;0.115182121;0.173268157;-0.183376;0.098295563;-0.08052951;-0.191843095;0.198593683;-0.062042922;0.043001209;0.203567363;-0.206719633;0.023574744;-0.003937345;-0.208022288;0.207463674;0.015735283;-0.03526712;0.205048788;-0.200799237;-0.054483406;0.073212205;-0.194753044;0.186964308;0.09128594;-0.108542899;0.177502716;-0.166452927;-0.124828675;0.139997553;-0.153913808;;;;;;;;
23;5728.03;8.653126946;1.741123639;3.608695652;0.00096607;0.02654884;-0.035343318;0.205491819;-0.196527349;-0.069663754;0.101968029;-0.181875118;0.161959181;0.131321214;-0.15687379;0.137355931;-0.108777418;-0.17788623;0.193750408;-0.077050743;0.043094118;0.204007193;-0.208359739;0.007890292;0.02754189;-0.20668208;0.199022767;0.062176973;-0.095012572;0.185603472;-0.166812567;-0.125098382;0.151563679;-0.143193886;0.115430985;0.173642522;-0.190695921;0.084327358;-0.050783185;-0.202230329;0.207911922;-0.01576928;-0.019701008;0.20757627;-0.201233086;-0.054601124;0.08792101;-0.189065951;0.171426996;0.118696347;-0.146036454;0.148826718;-0.121919197;-0.169150073;0.187368265;-0.091483174;0.058399506;0.200163771;-0.207166274;0.02362568;0.011831905;-0.20817311;0.203155141;0.046947059;-0.080703503;0.192257594;-0.175795857;-0.11212428;0.140300033;-0.154246356;0.128232762;0.164415317;-0.183772205;0.098507941;-0.065932171;-0.197810481;0.206123861;-0.031448236;-0.003945852;0.208471744;-0.204786178;-0.039225743;0.073370388;-0.19517383;0.179912893;0.105391597;-0.134362634;0.159445039;;;;;;;;
24;5886.34;8.680389691;1.816824667;3.458333333;0.000509073;0.013985603;-0.050943184;0.20286748;-0.184351202;-0.098818303;0.140742066;-0.154732329;0.115794664;0.174189604;-0.197146533;0.069883239;-0.019763079;-0.208230265;0.20677328;0.031547317;-0.080957769;0.192863325;-0.167338131;-0.12549252;0.162469454;-0.131734958;0.088198016;0.189661626;-0.205431382;0.039349328;0.011869183;-0.208828985;0.199649813;0.062372869;-0.109120135;0.178446683;-0.14649656;-0.149295615;0.180479731;-0.105723646;0.058583501;0.200794412;-0.209016203;0.007915151;0.043229891;-0.204649943;0.187958592;0.091771403;-0.13478596;0.15994739;-0.122303319;-0.169683001;0.194360843;-0.077293501;0.027628664;0.207333257;-0.207818977;-0.023700116;0.07360155;-0.195788749;0.171967098;0.119070314;-0.15736804;0.137788688;-0.095311921;-0.186188239;0.203795207;-0.047094971;-0.003958284;0.20912856;-0.201867096;-0.054773151;0.102289292;-0.182448138;0.152041199;0.143645036;-0.176349724;0.112477542;-0.066139898;-0.198433708;0.208566975;-0.015818964;-0.035454672;0.206139246;-0.191296733;-0.084593041;0.128636775;-0.164933328;;;;;;;;
25;5910.57;8.684497552;1.892525695;3.32;3.7379E-05;0.001026567;-0.066171198;0.198527614;-0.167417321;-0.125551907;0.172048479;-0.119126662;0.058611225;0.200889435;-0.209115116;-0.007918897;0.073636381;-0.195881403;0.16254634;0.1317973;-0.176433179;0.11253077;-0.050967292;-0.202963484;0.208665676;0.01582645;-0.080996081;0.192954595;-0.157442512;-0.137853894;0.18056514;-0.105773678;0.043250349;0.20474679;-0.207917324;-0.023711331;0.088239755;-0.189751381;0.15211315;0.143713014;-0.184438443;0.098865067;-0.03547145;-0.206236798;0.206871132;0.031562247;-0.095357026;0.186276349;-0.146565887;-0.149366266;0.18804754;-0.091814832;0.027641739;0.207431374;-0.2055286;-0.03936795;0.102337699;-0.182534479;0.14080867;0.154805553;-0.191387261;0.084633074;-0.019772431;-0.208328807;0.203891649;0.047117258;-0.109171774;0.17853113;-0.134849745;-0.160023082;0.194452821;-0.077330079;0.0118748;0.20892781;-0.201962626;-0.054799072;0.115849462;-0.174272037;0.12869765;0.16501138;-0.19723983;0.06991631;-0.003960158;-0.209227527;0.199744294;0.062402386;-0.122361197;0.169763301;;;;;;;;
26;5943.96;8.690130857;1.968226723;3.192307692;0.000211775;0.005816823;-0.08104862;0.193079757;-0.146660959;-0.149463155;0.194578955;-0.07738024;-0.003962726;0.209363245;-0.191511406;-0.084687972;0.15221182;-0.143806235;0.073684146;0.196008464;-0.209250761;-0.007924033;0.088296992;-0.189874465;0.140900007;0.15490597;-0.197367772;0.069961662;0.011882502;-0.209063334;0.188169519;0.091874389;-0.157544639;0.137943315;-0.066214121;-0.198656391;0.208801029;0.015836716;-0.09541888;0.18639718;-0.134937217;-0.160126883;0.19987386;-0.062442864;-0.019785257;0.208463942;-0.184558081;-0.098929197;0.162651777;-0.131882792;0.058649244;0.201019744;-0.208052192;-0.023726712;0.102404082;-0.182652882;0.128781131;0.165118417;-0.202093632;0.054834618;0.027659669;-0.207565927;0.180682266;0.10584229;-0.167525918;0.125633348;-0.051000353;-0.203095139;0.207005322;0.03158272;-0.10924259;0.178646937;-0.122440568;-0.16987342;0.204023906;-0.047147821;-0.035494459;0.206370576;-0.176547624;-0.112603764;0.17216008;-0.119203935;0.043278404;0.204879602;-0.205661918;-0.039393486;0.115924609;-0.174385081;;;;;;;;
27;5887.58;8.680600326;2.043927751;3.074074074;0.001068169;0.029356719;-0.095314234;0.186192757;-0.122306286;-0.169687118;0.206778297;-0.031548083;-0.066141503;0.198438523;-0.146500114;-0.149299237;0.199654657;-0.062374383;-0.035455532;0.206144248;-0.167342191;-0.125495565;0.187963153;-0.09177363;-0.00395838;0.209133634;-0.184355675;-0.098820701;0.171971271;-0.119073203;0.027629335;0.207338288;-0.197151317;-0.069884934;0.152044888;-0.143648522;0.058584923;0.200799284;-0.205436367;-0.039350283;0.128639896;-0.16493733;0.088200157;0.189666228;-0.209021274;-0.007915343;0.102291774;-0.182452566;0.115797474;0.174193831;-0.207824019;0.023700691;0.073603336;-0.1957935;0.140745481;0.154736083;-0.201871994;0.05477448;0.04323094;-0.204654909;0.162473396;0.131738155;-0.191301374;0.084595094;0.011869471;-0.208834052;0.18048411;0.105726212;-0.176354003;0.112480271;-0.019763558;-0.208235318;0.194365559;0.077295377;-0.157371859;0.137792031;-0.05094442;-0.202872403;0.203800152;0.047096114;-0.134789231;0.159951271;-0.080959733;-0.192868005;0.208572036;0.015819347;-0.109122783;0.178451013;;;;;;;;
28;5807.98;8.666988113;2.119628778;2.964285714;0.001030763;0.02832797;-0.108951665;0.178171181;-0.09516477;-0.185900784;0.20824497;0.015794541;-0.122114496;0.169421029;-0.080832779;-0.192565565;0.206454044;0.031498612;-0.134577865;0.159700448;-0.066037785;-0.198127348;0.203480569;0.047022262;-0.146270385;0.149065118;-0.050864533;-0.202554275;0.199341575;0.062276572;-0.157125081;0.137575957;-0.035399934;-0.205820989;0.194060771;0.077174168;-0.167079779;0.125298773;-0.019732567;-0.20790878;0.187668404;0.091629718;-0.176077459;0.112303889;-0.003952173;-0.208805688;0.180201089;0.10556042;-0.184066584;0.098665738;0.011850858;-0.208506576;0.1717016;0.118886483;-0.191001391;0.084462439;0.027586009;-0.207013157;0.162218618;0.131531574;-0.19684216;0.069775347;0.043163149;-0.204333985;0.151806464;0.143423264;-0.201555435;0.054688587;0.058493055;-0.200484407;0.140524775;0.154493439;-0.205114219;0.039288577;0.073487917;-0.195486473;0.128438174;0.164678689;-0.207498127;0.023663525;0.088061848;-0.189368809;0.11561589;0.173920675;-0.208693504;0.007902931;0.102131369;-0.182166458;;;;;;;;
29;5707.16;8.649476806;2.195329806;2.862068966;3.6134E-05;0.000992376;-0.121867768;0.16907872;-0.065904359;-0.197727039;0.198938813;0.062150745;-0.166742201;0.125045612;-0.003944188;-0.208383804;0.171354683;0.118646277;-0.196444448;0.069634368;0.058374872;-0.200079336;0.128178669;0.164345962;-0.208271847;0.007886963;0.115382292;-0.173569275;0.073339438;0.1950915;-0.2011482;-0.054578091;0.161890862;-0.131265819;0.011826914;0.208085297;-0.175721702;-0.112076983;0.193668679;-0.077018241;-0.050761763;0.202145022;-0.134305956;-0.15937778;0.207824219;-0.015762629;-0.108731533;0.177811193;-0.080669459;-0.192176494;0.203069444;0.046927255;-0.156807616;0.13729799;-0.019692698;-0.207488709;0.179837;0.10534714;-0.19061548;0.084291786;0.043075939;-0.203921137;0.14024085;0.154181291;-0.207078885;0.023615714;0.101925016;-0.181798398;0.087883923;0.188986197;-0.204699794;-0.039209196;0.151499745;-0.143133483;0.027530272;0.206594895;-0.183694684;-0.098466388;0.187289227;-0.091444584;-0.03532841;0.205405136;-0.145974851;-0.148763938;0.206036912;-0.03143497;-0.094972493;0.185525179;;;;;;;;
30;5957.84;8.692463278;2.271030834;2.766666667;0.001689454;0.046451476;-0.134973434;0.160169861;-0.035503986;-0.206425966;0.180730761;0.105870698;-0.197420745;0.06998044;0.073703923;-0.196061073;0.102431567;0.182701906;-0.205717118;-0.039404059;0.162695433;-0.131918189;-0.00396379;0.209419437;-0.157586924;-0.137980338;0.207060882;-0.031591197;-0.109271911;0.178694885;-0.066231892;-0.19870971;0.19463118;0.077401009;-0.184607617;0.098955749;0.04329002;-0.204934591;0.128815696;0.165162734;-0.209306924;-0.00792616;0.140937824;-0.154947546;0.027667093;0.207621638;-0.176595009;-0.112633987;0.199927506;-0.062459624;-0.081070373;0.193131579;-0.095444491;-0.186447209;0.204078666;0.047160476;-0.167570882;0.125667068;0.011885692;-0.209119446;0.152252673;0.143844833;-0.208108033;0.02373308;0.115955723;-0.174431885;0.058664985;0.201073698;-0.191562808;-0.084710702;0.188220024;-0.091899048;-0.051014041;0.203149649;-0.122473431;-0.169919014;0.208857071;0.015840966;-0.146700322;0.14950327;-0.019790567;-0.208519893;0.172206288;0.11923593;-0.202147874;0.054849335;0.088320691;-0.189925427;;;;;;;;
31;5600.77;8.630659367;2.346731862;2.677419355;5.45914E-05;0.001499304;-0.145657275;0.148440294;-0.003935607;-0.207930453;0.151170148;0.142822088;-0.20781874;0.007869805;0.139935748;-0.15384586;0.011801184;0.207632595;-0.156466472;-0.13699929;0.207372086;-0.015728336;-0.134013765;0.159031044;-0.019649855;-0.207037305;0.161538659;0.130980243;-0.206628373;0.023564337;0.127899809;-0.163988418;0.027470378;0.206145436;-0.166379444;-0.124773568;0.205588667;-0.031366582;-0.121602638;0.16871088;-0.035251551;-0.204958265;0.170981891;0.118388155;-0.204254457;0.039123894;0.115131272;-0.173191665;0.042982225;0.203477494;-0.175339409;-0.111833153;0.202627655;-0.046825162;-0.108494981;0.177424354;-0.050651328;-0.201705244;0.179445754;0.105117951;-0.200710591;0.054459353;0.101703272;-0.181402885;0.058247874;0.199644052;-0.183295046;-0.098252168;0.19850601;-0.062015532;-0.094765875;0.185121558;-0.06576098;-0.197296873;0.186881769;0.091245641;-0.196017072;0.069482875;0.087692726;-0.188575047;0.073179884;0.194667067;-0.190200785;-0.084108404;0.193247341;-0.076850683;-0.080493958;0.191758403;;;;;;;;
32;5516.39;8.61547894;2.42243289;2.59375;0.000459701;0.012628777;-0.156191264;0.136758323;0.027422061;-0.205782848;0.114928768;0.172887039;-0.200357562;-0.054363565;0.186553063;-0.091085149;-0.080352378;0.19142112;-0.065645313;-0.196949848;0.179130128;0.104933059;-0.203895195;0.039055079;0.127674847;-0.163699979;0.011780427;0.207267391;-0.145401079;-0.148179203;0.20700734;0.015700672;-0.1660868;0.124554104;0.042906624;-0.203119599;0.101524387;0.181083817;-0.195672299;-0.069360662;0.192907439;-0.076715511;-0.094599192;0.184795949;-0.050562238;-0.201350465;0.170681152;0.118179923;-0.206264935;0.023522889;0.139689616;-0.153575262;-0.003928685;0.207564725;-0.133778049;-0.158751325;0.205227058;0.031311411;-0.175031005;0.11163645;0.058145422;-0.199292899;0.087538484;0.188243363;-0.189866242;-0.083960466;0.198156859;-0.061906454;-0.10830415;0.177112283;-0.035189547;-0.204597765;0.161254529;0.130749862;-0.207453208;0.007855963;0.150904256;-0.142570879;-0.019615293;0.206673148;-0.121388751;-0.168414135;0.202271254;0.046742802;-0.182972649;0.098079353;0.073051168;-0.194324668;;;;;;;;
33;5519.43;8.616029873;2.498133917;2.515151515;0.000175319;0.004815364;-0.16609742;0.124562069;0.05814914;-0.199305643;0.073055839;0.194337095;-0.175042198;-0.111643589;0.207020577;-0.015701676;-0.156201252;0.136767068;0.042909368;-0.203132588;0.087544082;0.1882554;-0.18298435;-0.098085625;0.205240182;-0.031313413;-0.145410377;0.148188678;0.027423814;-0.205796007;0.101530879;0.181095396;-0.189878383;-0.083965835;0.202284189;-0.046745791;-0.133786604;0.158761477;0.01178118;-0.207280645;0.114936117;0.172898094;-0.195684811;-0.069365097;0.198169531;-0.061910412;-0.121396514;0.168424904;-0.003928936;-0.207577998;0.127683011;0.163710448;-0.200370374;-0.054367042;0.192919775;-0.076720417;-0.108311075;0.177123609;-0.019616547;-0.206686364;0.139698549;0.153585082;-0.203908234;-0.039057577;0.186564993;-0.091090974;-0.094605241;0.184807766;-0.035191797;-0.204610849;0.150913906;0.142579995;-0.206278125;-0.023524394;0.179141583;-0.10493977;-0.080357516;0.191433361;-0.050565471;-0.201363341;0.161264841;0.130758223;-0.207466474;-0.007856465;0.170692066;-0.11818748;-0.065649511;0.196962442;;;;;;;;
34;5526.7;8.617346171;2.573834945;2.441176471;0.000207547;0.00570068;-0.17506894;0.111660645;0.087557456;-0.188284161;0.027428004;0.205827447;-0.133807043;-0.158785732;0.198199806;0.061919871;-0.200400985;0.054375347;0.139719891;-0.153608546;-0.035197173;0.204642108;-0.080369793;-0.191462607;0.170718144;0.118205536;-0.20749817;-0.007857665;0.179168951;-0.104955802;-0.094619694;0.184836;-0.019619544;-0.20671794;0.127702518;0.163735458;-0.195714707;-0.069375694;0.202315092;-0.046752932;-0.145432591;0.148211318;0.042915923;-0.203163621;0.073067;0.194366784;-0.166122796;-0.124581098;0.207052204;0.015704074;-0.183012305;0.09810061;0.10154639;-0.181123063;0.01178298;0.207312312;-0.12141506;-0.168450635;0.192949248;0.076732138;-0.203939385;0.039063544;0.150936961;-0.142601778;-0.050573196;0.201394104;-0.06565954;-0.196992533;0.161289478;0.1307782;-0.206309639;-0.023527988;0.186593495;-0.09110489;-0.108327622;0.177150669;-0.003929536;-0.207609711;0.114953676;0.172924508;-0.189907392;-0.083978663;0.205271537;-0.031318197;-0.156225115;0.136787963;0.058158024;-0.199336092;;;;;;;;
35;5440.28;8.601585809;2.649535973;2.371428571;0.000128248;0.003522407;-0.182677591;0.097921192;0.114743436;-0.172608245;-0.019583662;0.206339871;-0.080222803;-0.191112438;0.160994494;0.130539018;-0.203566398;-0.0389921;0.197837316;-0.061806625;-0.145166608;0.147940252;0.058051658;-0.198971524;0.042837434;0.202792053;-0.133562322;-0.158495327;0.192596361;0.076591801;-0.205932317;0.023484957;0.170405915;-0.117989349;-0.094446643;0.184497951;-0.00392235;-0.207230011;0.101360671;0.180791805;-0.174748754;-0.111456428;0.206673524;0.015675353;-0.189560068;0.083825073;0.127468961;-0.163436;-0.035132801;0.204267836;-0.065539455;-0.196632251;0.150660911;0.142340972;-0.20003447;-0.0542759;0.201945076;-0.046667425;-0.155939393;0.136537789;0.072933367;-0.194011304;0.027377841;0.205451007;-0.121193003;-0.168142554;0.186252232;0.090938267;-0.207118674;0.007843294;0.178841267;-0.104763847;-0.108129501;0.176826676;0.01176143;-0.206933156;0.087397321;0.187939806;-0.165818972;-0.124353251;0.204896113;0.031260919;-0.195356762;0.069248812;0.139464356;-0.15332761;-0.050480702;0.201025772;;;;;;;;
36;5475.51;8.608040701;2.725237001;2.305555556;0.000353412;0.009708134;-0.18970232;0.083887978;0.139569014;-0.153442671;-0.065588638;0.19677981;-0.019598358;-0.206494715;0.101436735;0.180927477;-0.165943407;-0.124446569;0.202096622;0.046702446;-0.203719161;0.039021361;0.170533793;-0.118077891;-0.108210644;0.176959372;0.027398386;-0.205605183;0.058095222;0.199120838;-0.133662551;-0.158614266;0.186392001;0.09100651;-0.207274102;-0.00784918;0.192740891;-0.076649278;-0.145275546;0.148051271;0.072988099;-0.194156896;0.011770256;0.207088445;-0.094517519;-0.184636404;0.161115309;0.130636978;-0.200184582;-0.05431663;0.205049874;-0.031284378;-0.174879891;0.111540068;0.114829543;-0.172737775;-0.035159166;0.204421124;-0.050518585;-0.201176628;0.127564618;0.163558648;-0.182814678;-0.097994676;0.206828618;0.015687116;-0.195503363;0.069300778;0.150773971;-0.142447789;-0.080283005;0.191255855;-0.003925293;-0.207385523;0.087462907;0.188080841;-0.156056415;-0.136640252;0.197985779;0.061853006;-0.206086855;0.023502581;0.178975475;-0.104842465;-0.121283949;0.168268733;0.04286958;-0.202944234;;;;;;;;
37;5431.82;8.600029532;2.800938029;2.243243243;0.000112871;0.003100025;-0.195321416;0.069236283;0.160965365;-0.1305154;-0.108109937;0.176794683;0.042829683;-0.202755362;0.027372887;0.205413835;-0.094429555;-0.18446457;0.150633652;0.142315218;-0.189525771;-0.083809907;0.206636131;0.015672517;-0.199998278;0.05426608;0.170375084;-0.117968001;-0.121171075;0.168112132;0.058041155;-0.198935524;0.011759302;0.206895716;-0.080208289;-0.191077861;0.139439122;0.153299868;-0.18264454;-0.097903476;0.204859042;0.031255263;-0.203529567;0.038985045;0.178808909;-0.104744892;-0.133538156;0.15846665;0.072920172;-0.193976202;-0.00392164;0.207192517;-0.065527597;-0.196596675;0.127445898;0.16340643;-0.174717137;-0.111436262;0.201908538;0.046658982;-0.205895058;0.023480708;0.186218533;-0.090921814;-0.145140343;0.147913485;0.087381508;-0.187905802;-0.019580119;0.206302538;-0.050471569;-0.200989401;0.114722676;0.172577015;-0.16578897;-0.124330752;0.197801521;0.061795442;-0.2070812;0.007841875;0.192561515;-0.076577944;-0.155911179;0.136513086;0.101342332;-0.180759094;-0.035126444;0.204230878;;;;;;;;
38;5431.31;8.599935636;2.876639056;2.184210526;0.000163537;0.004491737;-0.199996094;0.054265487;0.178806957;-0.104743748;-0.145138759;0.147911871;0.101341225;-0.180757121;-0.050471018;0.200987206;-0.003921597;-0.207190255;0.058040521;0.198933352;-0.108108757;-0.176792753;0.150632007;0.142313664;-0.182642546;-0.097902407;0.201906334;0.046658472;-0.207078939;0.007841789;0.197799362;-0.061794767;-0.174715229;0.111435045;0.1394376;-0.153298194;-0.094428524;0.184462556;0.042829216;-0.202753148;0.011759173;0.206893457;-0.065526882;-0.196594528;0.114721423;0.172575131;-0.155909477;-0.136511595;0.1862165;0.090920821;-0.203527345;-0.038984619;0.206633875;-0.015672346;-0.195319283;0.069235527;0.170373224;-0.117966713;-0.133536698;0.15846492;0.087380554;-0.18790375;-0.035126061;0.204228648;-0.019579905;-0.206300286;0.072919375;0.193974084;-0.121169752;-0.168110297;0.160963608;0.130513975;-0.189523702;-0.083808992;0.204856805;0.031254922;-0.20589281;0.023480451;0.192559412;-0.076577108;-0.16578716;0.124329394;0.127444507;-0.163404646;-0.080207413;0.191075774;0.027372588;-0.205411592;;;;;;;;
39;5330.78;8.581252848;2.952340084;2.128205128;0.001792432;0.049286329;-0.203085195;0.038899928;0.19214109;-0.076410749;-0.174335672;0.11119296;0.150304769;-0.142004497;-0.120906519;0.167745088;0.087190726;-0.187495542;-0.050361373;0.200550575;0.011733627;-0.206443995;0.027313123;0.204965349;-0.065384529;-0.19616744;0.101121068;0.180364438;-0.133246599;-0.158120665;0.160613925;0.130230442;-0.182245767;-0.09768972;0.197369656;0.061660522;-0.205445521;-0.023429442;0.206184977;-0.015638299;-0.199561616;0.054147599;0.185811957;-0.090723302;-0.165426998;0.124059297;0.139134681;-0.152965164;-0.107873898;0.176408682;0.072760963;-0.193552688;-0.035049752;0.203784975;-0.003913078;-0.206740148;0.042736172;0.20231268;-0.080033168;-0.190660675;0.114472198;0.172200223;-0.144823454;-0.147590542;0.170003099;0.117710438;-0.189111974;-0.083626923;0.201467706;0.04655711;-0.206629074;-0.007824754;0.204411767;-0.031187022;-0.194894965;0.069085117;0.178418511;-0.104516199;-0.155570774;0.136215033;0.127167642;-0.16304966;-0.094223384;0.184061823;0.057914432;-0.198501183;-0.019537369;0.205852112;;;;;;;;
40;4994.47;8.516086579;3.028041112;2.075;0.000184438;0.005065884;-0.203885362;0.023251518;0.199937755;-0.046203554;-0.193414928;0.068560483;0.184400896;-0.090034346;-0.173011762;0.110348558;0.159394219;-0.129241468;-0.143723661;0.146469735;0.126201928;-0.161811457;-0.1070547;0.17506903;0.086528597;-0.186071696;-0.064887997;0.194677739;0.042411632;-0.200776312;-0.019389002;0.204288866;-0.003883362;-0.205170158;0.027105707;0.203408836;-0.049978927;-0.199027588;0.072208414;0.192082844;-0.093507849;-0.182664053;0.113602893;0.17089253;-0.132234721;-0.156919893;0.149163351;0.140926111;-0.164170741;-0.123117187;0.177063596;0.103722501;-0.187675853;-0.082991857;0.195870825;0.061192271;-0.201542961;-0.038604521;0.204619202;0.015519541;-0.205059927;0.007765332;0.202859459;-0.030950187;-0.198046139;0.053736401;0.190681965;-0.075830484;-0.180861787;0.096947862;0.168712091;-0.116816542;-0.154389365;0.135180612;0.138078089;-0.151803543;-0.119988352;0.166471227;0.100353152;-0.178994746;-0.079425394;0.189212793;0.057474628;-0.196993759;-0.034783583;0.202237426;0.011644522;-0.204876253;;;;;;;;
41;5047.66;8.526680049;3.10374214;2.024390244;0.000356955;0.009805478;-0.205315009;0.007774992;0.204873735;-0.015538846;-0.204138983;0.023280441;0.203111803;-0.030988687;-0.201793667;0.038652542;0.200186464;-0.046261028;-0.198292496;0.053803245;0.196114476;-0.06126839;-0.193655523;0.068645768;0.190919161;-0.075924812;-0.187909309;0.083095094;0.184630279;-0.090146343;-0.181086768;0.097068459;0.177283852;-0.103851525;-0.173226978;0.110485824;0.168921958;-0.116961854;-0.164374959;0.123270337;0.159592495;-0.129402236;-0.154581416;0.135348768;0.1493489;-0.141101415;-0.143902444;0.146651934;0.138249849;-0.151992377;-0.132399212;0.157115091;0.126358915;-0.16201274;-0.120137609;0.166678307;0.113744208;-0.171105109;-0.107187869;0.175286805;0.100477985;-0.179217404;-0.093624167;0.182891275;0.086636233;-0.186303157;-0.079524194;0.189448161;0.072298237;-0.192321783;-0.064968713;0.194919905;0.057546123;-0.197238807;-0.050041098;0.199275166;0.04246439;-0.201026065;-0.034826852;0.202488996;0.027139424;-0.203661864;-0.01941312;0.204542988;0.011659007;-0.205131106;-0.003888192;0.205425376;;;;;;;;
42;5084.76;8.53400311;3.179443167;1.976190476;;;-0.205491341;-0.007781669;0.205049689;0.015552192;-0.204314306;-0.023300435;0.203286244;0.031015302;-0.201966976;-0.038685739;0.200358393;0.046300759;-0.198462798;-0.053849454;0.196282907;0.06132101;-0.193821843;-0.068704724;0.191083131;0.075990019;-0.188070694;-0.083166459;0.184788847;0.090223765;-0.181242293;-0.097151825;0.17743611;0.103940717;-0.173375752;-0.110580714;0.169067035;0.117062306;-0.164516131;-0.123376207;0.159729559;0.129513372;-0.154714177;-0.135465011;0.149477167;0.141222598;-0.144026033;-0.146777885;0.138368584;0.152122914;-0.132512922;-0.157250028;0.126467437;0.162151883;-0.120240789;-0.166821457;0.113841896;0.171252061;-0.107279927;-0.175437348;0.10056428;0.179371323;-0.093704575;-0.18304835;0.08671064;0.186463162;-0.079592493;-0.189610867;0.07236033;0.192486957;-0.065024511;-0.195087311;0.057595546;0.197408204;-0.050084075;-0.199446312;0.04250086;0.201198714;-0.034856762;-0.202662902;0.027162733;0.203836777;-0.019429793;-0.204718658;0.01166902;0.205307281;-0.003891532;-0.205601804;;;;;;;;
43;5001.51;8.517495146;3.255144195;1.930232558;;;-0.203919085;-0.023255364;0.199970824;0.046211196;-0.193446919;-0.068571823;0.184431396;0.090049238;-0.173040379;-0.110366809;0.159420583;0.129262845;-0.143747433;-0.146493961;0.126222801;0.161838221;-0.107072407;-0.175097986;0.086542909;0.186102472;-0.064898729;-0.194709939;0.042418647;0.200809521;-0.019392208;-0.204322655;-0.003884004;0.205204093;0.02711019;-0.20344248;-0.049987194;0.199060508;0.072220358;-0.192114615;-0.093523316;0.182694266;0.113621683;-0.170920795;-0.132256592;0.156945847;0.149188022;-0.140949421;-0.164197895;0.123137551;0.177092882;-0.103739656;-0.187706894;0.083005584;0.195903222;-0.061202392;-0.201576296;0.038610906;0.204653046;-0.015522108;-0.205093844;-0.007766617;0.202893012;0.030955306;-0.198078896;-0.053745289;0.190713504;0.075843026;-0.180891702;-0.096963897;0.168739996;0.116835863;-0.154414901;-0.135202971;0.138100927;0.151828651;-0.120008198;-0.166498762;0.100369751;0.179024351;-0.079438531;-0.189244089;0.057484134;0.197026342;-0.034789336;-0.202270876;0.011646448;0.20491014;;;;;;;;
